index,mean
1,-0.5338232897204079
2,-0.7184234522703012
3,-1.0531534885317522
4,-1.2333633208064583
5,-1.3712223268961459
6,-1.452308215454777
7,-1.6200187557672265
8,-1.7945565750383914
9,-1.988976187079733
10,-2.0833155366988962
11,-2.06777880934963
12,-2.0712166223174195
13,-2.023477597648607
14,-2.0577013663622226
15,-2.079526204958288
16,-2.056125587828433
17,-2.058398098187848
18,-2.0370026189468144
19,-1.9626063546402146
20,-1.8757499052479272
21,-1.8206336144923718
22,-1.8442688985760252
23,-1.8910629694846288
24,-1.8294401794250121
25,-1.6760374066627548
26,-1.5161484203042221
27,-1.35648805178581
28,-1.277647894706098
29,-1.2271751468918044
30,-1.1353903941524466
31,-1.0122537355253571
32,-0.8709561420078409
33,-0.7375313267672741
34,-0.6007912641085552
35,-0.5165357351676663
36,-0.43940432597442314
37,-0.36719904162025535
38,-0.2815497745607738
39,-0.16696078851767795
40,-0.07963252084521573
41,0.027848275901839026
42,0.08422082639409456
43,0.11639610733013742
44,0.15226449949982498
45,0.15571349681752594
46,0.21307291558437988
47,0.2684399977690829
48,0.31968959314168566
49,0.3713132829546061
50,0.39947731929339747
51,0.42583940630751693
52,0.42985197809611986
53,0.4621434169130376
54,0.5173217980494138
55,0.5449302427401632
56,0.576831546461167
57,0.5951493145508959
58,0.5947198462079613
59,0.6063492562108819
60,0.6594102978798061
61,0.6572802678411727
62,0.6768645310131536
63,0.6861232845162624
64,0.6984306859605629
65,0.7214438168148026
66,0.7178040933458222
67,0.762224457945945
68,0.7315046837161122
69,0.7578293060533214
70,0.7759962495498596
71,0.7799541607279296
72,0.7806384399928111
73,0.7818986184005026
74,0.7987694640355134
75,0.8032563963227227
76,0.8064959361866304
77,0.8093550841291364
78,0.8096498078320542
79,0.7945650189066144
80,0.7943232630533421
81,0.8270836513650262
82,0.7913577409289902
83,0.7847911300969928
84,0.7848811166422979
85,0.7449233490603341
86,0.7280791522104302
87,0.7058715151548425
88,0.6807183615860497
89,0.6386933097958412
90,0.6298915420486844
91,0.5880364843410355
92,0.5786809101420148
93,0.5042870874141829
94,0.49730040264559766
95,0.5700419509757244
96,0.6373578801451313
97,0.6985373697954189
98,0.7493832673276447
99,0.7861157963988546
100,0.8233853189192498
101,0.8762564032055071
102,0.9013786315095338
103,0.9252781729237872
104,0.925039256181811
105,0.9577909189004281
106,0.9929952415468606
107,1.0034182553011264
108,0.9993802167017953
109,1.0221501117226597
110,1.0057749345790956
111,0.9415709904091967
112,0.9135247640142475
113,0.8921346375925175
114,0.8716350024084889
115,0.8522433693431759
116,0.8553361466810271
117,0.7999853159026135
118,0.7884359499239052
119,0.7746685217899972
120,0.7297127818377447
121,0.6608813751103211
122,0.6424498155788068
123,0.6313903385460403
124,0.5720358993071036
125,0.5353677066757838
126,0.4779696971613183
127,0.41338691062050187
128,0.33602111919920263
129,0.2671435047649265
130,0.24815498493378704
131,0.09040360487115792
132,0.10624813372413272
133,0.08204900648776728
134,0.004263696393871627
135,-0.1104865197486821
136,-0.1578141018792042
137,-0.11949993089380162
138,-0.16569528186905655
139,-0.12401603534155184
140,-0.07407648329946301
141,-0.061583901856819785
142,-0.11187724923002676
143,-0.1344195896644659
144,-0.07312648563659943
145,-0.09408743617669865
146,-0.04897969795017926
147,0.023237725994977757
148,0.0788434543746007
149,0.005863073000638437
150,-0.072835153461869
151,-0.1264904294163799
152,-0.10871354327427696
153,-0.11945132598514788
154,-0.06837330740453534
155,-0.09722899418438855
156,-0.17970632399444433
157,-0.18440709886300058
158,-0.0876760378142351
159,-0.06581091179853794
160,0.008538152449605194
161,0.1119575665269982
162,0.14822900934104605
163,0.16479223198246282
164,0.2125318648130022
165,0.26181593076318455
166,0.27154167247202954
167,0.32620718485119626
168,0.3476330409718949
169,0.31237852827653106
170,0.26628838239274666
171,0.23029269807887504
172,0.22764382713397796
173,0.16935690945290943
174,0.19392464274629406
175,0.24240711298859763
176,0.23843385629659877
177,0.19275112060673835
178,0.14408901503009
179,0.15406794449170969
180,0.08074162784464292
181,0.1469139985036102
182,0.20519514344063758
183,0.15899867135857668
184,0.08332089053706548
185,0.1039998348679753
186,0.22095072492698975
187,0.1269479855095088
188,0.05553731708828412
189,0.08782657441764147
190,0.07236895394807163
191,0.02438401751612215
192,0.07593839964899761
193,0.1371660843682954
194,0.08900202770360859
195,0.1562494834544711
196,0.1708140142562063
197,0.21099498514447884
198,0.23226285789823947
199,0.17362210139361842
200,0.12722933192156266
201,0.07579895222444319
202,0.06506578640043448
203,0.0957416036520369
204,0.07582767927740044
205,0.008451692296492543
206,-0.03604137272813916
207,-0.08077294407252437
208,-0.16628299846179462
209,-0.18354398836398342
210,-0.1638827767768306
211,-0.2269488940414166
212,-0.33158445159941674
213,-0.4292360163477729
214,-0.5534776960410501
215,-0.6576828469744723
216,-0.7061970224385853
217,-0.7428748744393314
218,-0.8333575314595709
219,-0.9322597021368834
220,-1.0089773487053244
221,-1.0638070158818127
