index,seasonal
2016-06-17,-0.8895940654306155
2016-06-18,-0.8667352416764655
2016-06-19,-0.8565340694212318
2016-06-20,-0.845502752878149
2016-06-21,-0.8384528432409587
2016-06-22,-0.8428720883930861
2016-06-23,-0.8832649291385267
2016-06-24,-0.8714059676473812
2016-06-25,-0.8505938759562253
2016-06-26,-0.8584698598208813
2016-06-27,-0.8682618501816572
2016-06-28,-0.844705717686642
2016-06-29,-0.8330532915715125
2016-06-30,-0.8401975644202162
2016-07-01,-0.8095405460656788
2016-07-02,-0.7375691129276378
2016-07-03,-0.7078506123272105
2016-07-04,-0.7018288523136663
2016-07-05,-0.6551589425458436
2016-07-06,-0.6236460727565263
2016-07-07,-0.5411379821851288
2016-07-08,-0.5178767894107732
2016-07-09,-0.473186539414547
2016-07-10,-0.400015968984067
2016-07-11,-0.3976093902849738
2016-07-12,-0.4269670152002564
2016-07-13,-0.3261562888154652
2016-07-14,-0.3074245274523015
2016-07-15,-0.271085718504654
2016-07-16,-0.20524801729848252
2016-07-17,-0.160105810869956
2016-07-18,-0.1010177576664379
2016-07-19,-0.0757208803917385
2016-07-20,-0.027585383051748208
2016-07-21,0.01902916515943774
2016-07-22,0.05141425000349788
2016-07-23,0.15885570950310635
2016-07-24,0.2165067896057255
2016-07-25,0.2582192329395521
2016-07-26,0.29604547434327844
2016-07-27,0.3335015249373072
2016-07-28,0.35334952556830934
2016-07-29,0.37253898640479366
2016-07-30,0.35912892790690093
2016-07-31,0.3915881631696366
2016-08-01,0.36635415364797497
2016-08-02,0.3151128769636889
2016-08-03,0.35453911934368315
2016-08-04,0.39292549594529813
2016-08-05,0.44929858619804597
2016-08-06,0.5666298960908392
2016-08-07,0.6519834371768563
2016-08-08,0.7091842657921249
2016-08-09,0.745276497649173
2016-08-10,0.7304909450013952
2016-08-11,0.7197362747852286
2016-08-12,0.7425313617049843
2016-08-13,0.8193077676654205
2016-08-14,0.8285248036244853
2016-08-15,0.9050383348579367
2016-08-16,0.9177742953149717
2016-08-17,0.9271263569355905
2016-08-18,0.9988993645093075
2016-08-19,1.0896441750603911
2016-08-20,1.193125910594065
2016-08-21,1.3343157290604155
2016-08-22,1.424689340026546
2016-08-23,1.4974897904139906
2016-08-24,1.6676135261778913
2016-08-25,1.6748206673811226
2016-08-26,1.653733705726983
2016-08-27,1.8119132819266475
2016-08-28,2.1027621710722513
2016-08-29,2.3449038800297735
2016-08-30,2.462792166015968
2016-08-31,2.4652317197190805
2016-09-01,2.49461125955526
2016-09-02,2.4909106796176728
2016-09-03,2.3854286853027866
2016-09-04,2.393060276519492
2016-09-05,2.4512200044624595
2016-09-06,2.430595092042667
2016-09-07,2.4183714422424134
2016-09-08,2.4509887599237903
2016-09-09,2.2991615299900543
2016-09-10,2.1692004587675067
2016-09-11,2.1126025535740025
2016-09-12,2.0220412078168093
2016-09-13,1.8131349132500165
2016-09-14,1.6352616938747224
2016-09-15,1.4823626678238577
2016-09-16,1.4129005659967242
2016-09-17,1.3051232236593238
2016-09-18,1.2438780152876234
2016-09-19,1.17136750181402
2016-09-20,1.1390383218243325
2016-09-21,1.048653471338739
2016-09-22,0.9696409607443975
2016-09-23,0.9278708861461429
2016-09-24,0.8620445681362955
2016-09-25,0.8570443355540444
2016-09-26,0.9926509372562178
2016-09-27,0.9380634976063797
2016-09-28,0.8778293964467264
2016-09-29,0.8106405452232438
2016-09-30,0.7117532297790398
2016-10-01,0.661630579874248
2016-10-02,0.6388365755083987
2016-10-03,0.5687098716633974
2016-10-04,0.43519242254542734
2016-10-05,0.3414909430132892
2016-10-06,0.24515807974864068
2016-10-07,0.17865939541008702
2016-10-08,0.12611707844467318
2016-10-09,0.09653756349946103
2016-10-10,0.05807863246932434
2016-10-11,0.014542104649431856
2016-10-12,-0.04147432508576564
2016-10-13,-0.12497697690758351
2016-10-14,-0.12057819472835292
2016-10-15,-0.12492606496507057
2016-10-16,-0.10617763175817797
2016-10-17,-0.16957813173458958
2016-10-18,-0.15734823637943274
2016-10-19,-0.13967807256331005
2016-10-20,-0.1531812890721958
2016-10-21,-0.19251054531086542
2016-10-22,-0.18677364925068402
2016-10-23,-0.25626619587396354
2016-10-24,-0.2388037180530596
2016-10-25,-0.2252897247787456
2016-10-26,-0.25186575527926697
2016-10-27,-0.2613568943127166
2016-10-28,-0.2768717263703868
2016-10-29,-0.33204439930407276
2016-10-30,-0.3366565407816696
2016-10-31,-0.3679780248371033
2016-11-01,-0.39180803878082204
2016-11-02,-0.5201719405975952
2016-11-03,-0.6377627229942923
2016-11-04,-0.6976407984698689
2016-11-05,-0.7602692118928304
2016-11-06,-0.7686888888960542
2016-11-07,-0.8089864527621955
2016-11-08,-0.736567491917107
2016-11-09,-0.7342624640442612
2016-11-10,-0.8560159382019938
2016-11-11,-0.8622630453837323
2016-11-12,-0.9187548528423977
2016-11-13,-0.9423520390440789
2016-11-14,-0.9643152859577718
2016-11-15,-0.9069145820009858
2016-11-16,-0.9181263544308123
2016-11-17,-0.9099882382287757
2016-11-18,-0.8768896190277125
2016-11-19,-0.8210778527223952
2016-11-20,-0.7997470958203541
2016-11-21,-0.7444663126371984
2016-11-22,-0.8024725543106686
2016-11-23,-0.8197519975080398
2016-11-24,-0.7788217228725328
2016-11-25,-0.7252784512336814
2016-11-26,-0.6572508694607949
2016-11-27,-0.6165947317174667
2016-11-28,-0.6223565966727784
2016-11-29,-0.6056410038145817
2016-11-30,-0.539666772213294
2016-12-01,-0.49889367548658137
2016-12-02,-0.4567334946586072
2016-12-03,-0.3657185269694993
2016-12-04,-0.3255391906288449
2016-12-05,-0.31593846748601645
2016-12-06,-0.2944285648361347
2016-12-07,-0.2999862263956097
2016-12-08,-0.3146882383292879
2016-12-09,-0.23898923798768507
2016-12-10,-0.1619383146611451
2016-12-11,-0.04609683681030685
2016-12-12,-0.00045722357653932635
2016-12-13,-0.003274542026153595
2016-12-14,0.017837059643598066
2016-12-15,0.04199308637768018
2016-12-16,0.033810234505313924
2016-12-17,0.007661290749187102
2016-12-18,0.01212145574679692
2016-12-19,0.0574375382252764
2016-12-20,0.12555850948723063
2016-12-21,0.05503730986882232
2016-12-22,0.1013542193984926
2016-12-23,0.1057392851390221
2016-12-24,0.15822039510070968
2016-12-25,0.17980972750659818
2016-12-26,0.2108878551588778
2016-12-27,0.22577710338631551
2016-12-28,0.2085440982964627
2016-12-29,0.21219657113552293
2016-12-30,0.2624645948500971
2016-12-31,0.34111748451443863
