index,mean,std
2016-01-01,100.05516473250643,52.013488955433964
2016-01-02,100.3299864480456,52.040474971042286
2016-01-03,100.24757136780238,51.85667695650486
2016-01-04,100.51979946115779,51.7813163768002
2016-01-05,101.29090544673335,52.07245544677229
2016-01-06,101.25405894249913,51.975523221199246
2016-01-07,101.89357436444791,51.518150986268566
2016-01-08,101.61159710931055,51.61793910598179
2016-01-09,101.55675625547757,51.21558667474449
2016-01-10,101.95407404598448,51.15211412384761
2016-01-11,102.2826991401666,51.76978154415711
2016-01-12,102.05997192525263,51.04950826659073
2016-01-13,102.61618207718459,51.09828982271892
2016-01-14,102.07183580228993,50.99711130294924
2016-01-15,100.48494603580153,50.64879975982602
2016-01-16,100.23325464613698,51.155310923712406
2016-01-17,100.38428526751466,50.87998076824192
2016-01-18,100.35506081655625,51.38795429813078
2016-01-19,99.30194944237411,49.89464046321208
2016-01-20,99.84985178534792,51.05390354837386
2016-01-21,100.69617537478022,51.30915617571352
2016-01-22,100.90008865403306,51.479676801460414
2016-01-23,100.17544630072675,49.96308245758249
2016-01-24,99.91120872244012,49.76113469642581
2016-01-25,100.06475828190948,49.38311043375246
2016-01-26,100.2765155631313,48.42355993270959
2016-01-27,99.59804199962996,47.73697739842243
2016-01-28,99.9724333042932,48.30959020840667
2016-01-29,99.10236970083218,47.574888473167334
2016-01-30,98.34433003680637,46.88630142346445
2016-01-31,97.94740685496775,46.8439244266801
2016-02-01,97.66186448182911,46.23428844224915
2016-02-02,97.04018993371093,45.78356297708465
2016-02-03,96.58298596507298,45.65055312702424
2016-02-04,95.57065426311827,45.46538331731999
2016-02-05,95.02173957670763,45.671572104952155
2016-02-06,93.87311181964003,45.815706978423954
2016-02-07,93.42783548187256,46.101121659897636
2016-02-08,93.1434995272005,45.673703434103686
2016-02-09,92.12598486237914,45.380500032411994
2016-02-10,91.17980858105761,45.3136227341151
2016-02-11,89.9682790371593,44.78961903480086
2016-02-12,88.84846691202884,44.767614408567674
2016-02-13,87.73695243542144,44.70337492288443
2016-02-14,87.58138423757552,44.68424861556729
2016-02-15,87.6474557121187,44.763712073779885
2016-02-16,87.55432852699325,44.895478277773194
2016-02-17,87.89611135931467,44.961618803215046
2016-02-18,87.6902401061239,44.78861513049793
2016-02-19,87.35049632120298,44.51997796028902
2016-02-20,86.82056575648318,44.584270384172
2016-02-21,86.60866572535942,44.57133113791584
2016-02-22,86.56523360177502,44.26807159198763
2016-02-23,85.76486877129256,43.94418797244468
2016-02-24,85.18716080202846,43.83859211377279
2016-02-25,84.9502300310769,43.60747609594342
2016-02-26,84.38966388828482,43.19413644802685
2016-02-27,83.76031277720871,42.811532817581046
2016-02-28,83.76160228827356,42.51921982454726
2016-02-29,84.28695356323678,42.80642120830502
2016-03-01,84.66263445355119,42.53827520029204
2016-03-02,85.07679660230902,42.5219277969181
2016-03-03,85.27061616824027,42.45182108642688
2016-03-04,84.85706856748162,42.42097304398973
2016-03-05,84.82098981695803,42.33769817795261
2016-03-06,85.16844311579355,42.430012522918524
2016-03-07,85.54368217550879,42.666541766071
2016-03-08,85.78077131319978,42.71178125854048
2016-03-09,85.84536665460075,42.87348000347041
2016-03-10,85.26814957138947,42.72446238580048
2016-03-11,85.2249286570869,42.62052603192229
2016-03-12,85.30525921644697,42.76349270094798
2016-03-13,85.16108259440003,42.8467263646082
2016-03-14,85.38714947745481,43.043550974724866
2016-03-15,85.30305212040244,43.2264057782485
2016-03-16,85.28706118921909,43.35048369440206
2016-03-17,85.0120293687124,43.203135184973696
2016-03-18,85.20241866075223,43.481970054177424
2016-03-19,85.42902052882941,43.640252942603915
2016-03-20,85.2384762967952,43.580305379440695
2016-03-21,85.2136749509497,43.55578129053146
2016-03-22,85.23131899766737,43.70562891444009
2016-03-23,85.05307776761322,43.70766719787651
2016-03-24,85.19777669566825,44.081442765335375
2016-03-25,85.33489610043145,44.52386677758993
2016-03-26,85.32938128083575,44.75356737404787
2016-03-27,85.29839817211389,44.840874297407765
2016-03-28,85.45313872055114,44.82431453239009
2016-03-29,86.11018606474384,45.142980276613095
2016-03-30,86.5936142683106,45.186944330577624
2016-03-31,86.69740844464962,45.17359423360929
2016-04-01,86.66184259708912,45.19693631788619
2016-04-02,86.49430650446439,45.372807527643076
2016-04-03,86.47390151496157,45.45090692363055
2016-04-04,86.40916298635916,45.356648697825605
2016-04-05,86.01565955544763,45.244025737545485
2016-04-06,86.00191685967074,45.227254923427886
2016-04-07,86.1493574922275,45.287484047574914
2016-04-08,86.0806606191514,45.36939309233248
2016-04-09,85.75719853621379,45.353026799974764
2016-04-10,85.57453653260791,45.26949396354125
2016-04-11,85.48643613844449,45.442990851712956
2016-04-12,85.28064584644416,45.57888775328859
2016-04-13,85.05628666864398,45.276016167885665
2016-04-14,84.95034558613746,45.34583736717121
2016-04-15,84.90794162955952,45.45465332506628
2016-04-16,84.47716239049284,45.368642735069464
2016-04-17,84.24089302900609,45.664316964503406
2016-04-18,83.9473669415592,45.66682018992931
2016-04-19,83.83927570483976,45.14995722751048
2016-04-20,83.31711409421217,43.556441925502
2016-04-21,83.0364017459518,43.66084909701994
2016-04-22,82.9581768107408,43.49755719672563
2016-04-23,82.4025586644304,43.64176858479691
2016-04-24,82.76666916967757,43.939378986101524
2016-04-25,82.79131229130643,43.71207305275034
2016-04-26,83.19966217151374,43.62606097905513
2016-04-27,83.10968304312114,43.726570478990375
2016-04-28,82.89453492971384,43.255137498659984
2016-04-29,83.3287242475814,43.942283774080266
2016-04-30,83.2413285408443,44.0365045276067
2016-05-01,83.55474830394982,43.92678257759505
2016-05-02,83.84395147096963,43.972115316646764
2016-05-03,84.20980710804807,43.943315189059355
2016-05-04,84.16985045427116,43.70644560255226
2016-05-05,84.02215347390114,44.02479129961885
2016-05-06,83.621912309982,43.96531119391718
2016-05-07,83.35443282686555,43.92302806769982
2016-05-08,83.32894447655667,43.59752807764516
2016-05-09,83.59008473493128,43.501823957261585
2016-05-10,83.36533109948827,43.536883888094955
2016-05-11,83.17738168473349,43.1669720164564
2016-05-12,82.85439113419676,42.833973575419456
2016-05-13,82.41504767967223,42.75773902835204
2016-05-14,82.43123155412088,42.46137057811466
2016-05-15,82.64467739404965,42.35335189336295
2016-05-16,82.73678577155161,42.68277481420878
2016-05-17,82.42720969689987,42.72179037289194
2016-05-18,82.09290281725669,42.27255155722389
2016-05-19,81.97250626298766,42.24939415401913
2016-05-20,81.60874292575959,42.62989856185492
2016-05-21,81.69552535237598,42.55087398144265
2016-05-22,81.7263922493278,42.78206994406843
2016-05-23,81.74983795301432,43.02053318336442
2016-05-24,81.80716157391537,42.98079565954039
2016-05-25,81.06743282981785,42.65953859861076
2016-05-26,80.71926328870154,42.50850411660777
2016-05-27,80.49245575060088,42.37228838464103
2016-05-28,80.50146809170272,42.31840866100958
2016-05-29,80.36207597927013,42.302775145272086
2016-05-30,80.64279296246572,42.41090342817031
2016-05-31,80.3789360031925,42.4409205222972
2016-06-01,80.35678211050748,42.850484845074675
2016-06-02,80.18997264495601,42.89036678029713
2016-06-03,80.2854941603823,43.19404921516414
2016-06-04,79.57810177838705,43.10011449793722
2016-06-05,79.11877847756053,43.21933766636804
2016-06-06,79.7568550706288,43.62837843650296
2016-06-07,80.02022291524042,43.797293477347935
2016-06-08,80.75625653459781,44.58013735935207
2016-06-09,80.97036662738392,44.67948238306931
2016-06-10,81.41311726952925,44.600940905208745
2016-06-11,81.67939286103396,44.59094412417252
2016-06-12,81.71878316327519,44.73605638123667
2016-06-13,81.71482003088462,44.71693855414366
2016-06-14,81.9183503787504,44.62081099882892
2016-06-15,81.59949698204471,44.579776521214285
2016-06-16,81.77116913571362,44.65624433619282
2016-06-17,81.90079188942968,44.500679478447644
2016-06-18,81.73824908924378,44.60892046546685
2016-06-19,81.92482247070926,44.715988552617304
2016-06-20,81.84580402034359,44.15558682023002
2016-06-21,82.08026862312056,43.581737485252475
2016-06-22,82.24261747660191,43.01695540231223
2016-06-23,81.59980102595866,42.787328032831425
2016-06-24,81.26334111508693,42.670796857381774
2016-06-25,81.5287577316402,42.975932363656646
2016-06-26,81.83478977823219,43.242865257601125
2016-06-27,81.95416639273377,43.4855171392473
2016-06-28,82.30227821131224,43.59537188472405
2016-06-29,82.53759776680688,43.514201668611534
2016-06-30,82.1942333331387,43.47192128949871
2016-07-01,81.52926125442023,43.430599568227436
2016-07-02,82.22122366032862,43.7778804490006
2016-07-03,82.60806576793912,44.186019750746546
2016-07-04,82.81934672586635,44.22401724217416
2016-07-05,83.18619443168232,44.61740297402614
2016-07-06,83.41848851126535,45.028459433544526
2016-07-07,84.08312177191537,45.17680513374088
2016-07-08,83.75369389702182,43.97964107363563
2016-07-09,83.72621087937064,43.30892695310501
2016-07-10,83.97720890596943,43.43592832225194
2016-07-11,84.24601162917043,43.37059296094942
2016-07-12,83.84283338913683,43.59198713897317
2016-07-13,84.80114304887273,43.6692840450315
2016-07-14,85.01882982306422,43.99630766825237
2016-07-15,84.85557349129927,43.67062679618002
2016-07-16,85.35939560036537,43.98236174020996
2016-07-17,85.65071161679938,43.91560441977921
2016-07-18,85.90514654577935,44.08198349546912
2016-07-19,85.82101035817449,44.18503428700911
2016-07-20,85.91818461940973,43.813315447396114
2016-07-21,86.3798346501286,44.11146055047784
2016-07-22,86.337340422852,44.10329276352164
2016-07-23,86.65474939768811,43.72909044224824
2016-07-24,86.87013579892836,43.88745403192163
2016-07-25,87.25632856005055,43.98940252642151
2016-07-26,87.4638834369318,44.03177355487449
2016-07-27,87.7691029757459,44.02172516640841
2016-07-28,88.13753950961589,44.29213520346037
2016-07-29,88.56552481326325,44.40804629104214
2016-07-30,88.24761567787401,43.81597998888673
2016-07-31,88.07531737860127,43.80596884491835
2016-08-01,88.53530282075096,43.66218734426642
2016-08-02,88.23202713541666,43.01389324662962
2016-08-03,88.73373547154267,43.0027576088517
2016-08-04,89.22534663605308,43.67384948970953
2016-08-05,89.797806302873,45.407839866985036
2016-08-06,90.19236026960606,45.79153832580597
2016-08-07,90.5415879156335,46.318696910949704
2016-08-08,90.82972391428267,45.813364503388534
2016-08-09,91.01494801075192,45.886878699765724
2016-08-10,90.46750887937323,45.065302782270855
2016-08-11,89.87379950904172,44.48775524075229
2016-08-12,89.47617530279912,44.46171320782029
2016-08-13,89.5813399538438,44.60168260176254
2016-08-14,88.75340714930127,43.83997611116984
2016-08-15,89.43822339581477,45.3068303546284
2016-08-16,90.33033990423165,45.819403703496945
2016-08-17,90.35604181452628,45.676630423115
2016-08-18,90.46512848145778,45.76361935467043
2016-08-19,90.63796146055103,46.36004841488886
2016-08-20,90.24964690489199,46.03398707028503
2016-08-21,90.38765228444186,46.37042891489407
2016-08-22,91.45867648368421,46.40224690586949
2016-08-23,92.8920912310545,46.094135844216495
2016-08-24,94.06992051204898,46.60201765769467
2016-08-25,94.20690168088483,47.03654294506759
2016-08-26,93.66043008195852,47.16584591377143
2016-08-27,93.22978551903653,46.92887904097024
2016-08-28,93.00271565064925,47.02230425654322
2016-08-29,93.75467900835888,48.42525453508492
2016-08-30,94.05423208320651,48.345435172234936
2016-08-31,94.1919223162704,48.98877412644609
2016-09-01,94.33456639533568,48.9087484690798
2016-09-02,94.01602285578902,47.96661597662245
2016-09-03,91.74225759274265,46.1254544670083
2016-09-04,90.74930569316474,45.771122096727964
2016-09-05,91.29052053746595,46.26268878390058
2016-09-06,92.15450822909386,46.389019606450866
2016-09-07,92.58205458821928,46.616209591099526
2016-09-08,92.65855769761245,46.65126809893644
2016-09-09,91.44134913929058,46.11434126649511
2016-09-10,90.31045712245792,45.696138140602486
2016-09-11,89.9433043106212,45.091320960511126
2016-09-12,90.66068377548574,44.98872001004759
2016-09-13,90.5219584127432,46.02546858186513
