index,mean
1,0.48254350222464043
2,0.47885058245294243
3,0.45881409235578624
4,0.4766596446019464
5,0.5067392317803531
6,0.4831155733091495
7,0.42346878939116106
8,0.33585478368134786
9,0.2994877108655018
10,0.2449123727749983
11,0.15284808451030146
12,0.05215504886671725
13,0.025415438049625837
14,-0.04885237842921847
15,-0.12328958882486277
16,-0.3046652108381987
17,-0.416176214533424
18,-0.5017979683608972
19,-0.568812693066214
20,-0.6456636163264327
21,-0.6747467444671262
22,-0.7387397144992613
23,-0.8118471165379804
24,-0.9366626413098658
25,-0.9924986597332464
26,-1.017449547205005
27,-0.9857158533299382
28,-0.9861986767728821
29,-1.0236854930058619
30,-1.0312475114198354
31,-1.0117436841021348
32,-1.0022506037567573
33,-0.9941017576220359
34,-1.040642492576151
35,-1.0972326298028008
36,-1.1193877812867508
37,-1.103915027715701
38,-1.0942504389617453
39,-1.073066187269673
40,-1.0505014205724703
41,-1.0500236842299702
42,-1.0375090847203718
43,-1.023909081740035
44,-0.9943830812526786
45,-0.9478622912625042
46,-0.9282450372006238
47,-0.8982496642752207
48,-0.8811909370100507
49,-0.8568538229601284
50,-0.8325362331755193
51,-0.8165042264881578
52,-0.8290147732670295
53,-0.7997088534240913
54,-0.7754968278557983
55,-0.7723556751981097
56,-0.7594386551404199
57,-0.7340919229029843
58,-0.6973744099403489
59,-0.6542713035956317
60,-0.6441749573692849
61,-0.6404103751443022
62,-0.6257108353280619
63,-0.6061156411183193
64,-0.5904929907592698
65,-0.6045781658143685
66,-0.6115656710023455
67,-0.6089225338310523
68,-0.59900769446503
69,-0.5885570110995006
70,-0.605102010596643
71,-0.5195602117881789
72,-0.5134145296069629
73,-0.500976242692335
74,-0.47161419447291886
75,-0.4674326278633855
76,-0.43313137804071583
77,-0.43043827584731104
78,-0.4365187383300363
79,-0.4288030111654903
80,-0.4053192121299792
81,-0.4119045613479203
82,-0.42742263769192423
83,-0.41744422172131995
84,-0.43406905300495924
85,-0.4496774425526627
86,-0.4533016851853337
87,-0.4576840635459849
88,-0.4330038989319017
89,-0.4037975403763975
90,-0.4265750412830793
91,-0.42143272775363555
92,-0.42801612189011673
93,-0.43321761373023976
94,-0.45253228149932995
95,-0.44674995673734424
96,-0.4202856893481378
97,-0.4374805814824444
