index,mean
98,-0.4402181105118309
99,-0.40943641288975535
100,-0.3684280432040013
101,-0.3353427962485922
102,-0.29707042316314575
103,-0.2911671587062645
104,-0.2858491202309574
105,-0.2671873219655791
106,-0.25865779662091243
107,-0.2328123982895968
108,-0.21175743956149126
109,-0.22612990855177148
110,-0.2325217185682053
111,-0.24384410284976726
112,-0.25617435489686047
113,-0.2556622417413597
114,-0.2576754008591989
115,-0.2367747540024523
116,-0.2046822883751842
117,-0.2381303069766309
118,-0.25082517068778654
119,-0.25708014429056636
120,-0.28495364746593665
121,-0.2369940712837321
122,-0.21131081192647208
123,-0.19143866155113992
124,-0.07625622417115271
125,-0.029357141085684723
126,-0.034690218184136576
127,-0.009921914674563737
128,-0.004729765322560131
129,0.035652834926189335
130,0.0997382421325205
131,0.3551910920562955
132,0.40881048628321204
133,0.4467728647597409
134,0.485812688907139
135,0.4988419896778854
136,0.5244028663431429
137,0.5408789172856112
138,0.5805295634229766
139,0.6308310730377096
140,0.6792896503159972
141,0.7127288506984865
142,0.6826162123808036
143,0.6716304214083475
144,0.7707420259618879
145,0.8522962646197255
146,0.9065267317252149
147,0.9265701756154862
148,0.9875274472155542
149,0.9542454462469305
150,0.9807715706518377
151,1.0156074577511123
152,1.041482094895317
153,1.0379301753192078
154,1.0278112213821662
155,1.0105928733468117
156,1.0178708384179989
157,1.055649321202836
158,1.1362740356079324
159,1.1888382229035543
160,1.1719422822778842
161,1.2086584237695568
162,1.2820991733581877
163,1.3021958595646053
164,1.3153812373899136
165,1.3335145868693854
166,1.337770020646735
167,1.3528296701596154
168,1.3630768160728275
169,1.377468088101985
170,1.4057363943285663
171,1.3573951688648282
172,1.3797897187445496
173,1.3964535752763025
174,1.394264351405975
175,1.377542191838745
176,1.382440066465638
177,1.444713060119551
178,1.4210293495717339
179,1.405097383118483
180,1.413412852163604
181,1.4363619749228582
182,1.4382144157723378
183,1.4093971140968498
184,1.409948807790697
185,1.478136805542929
186,1.5006642651801663
187,1.5156836000236358
188,1.4745855465010629
189,1.4530176168809856
190,1.4222003305097433
191,1.3834218180869997
192,1.420626065078696
193,1.4318766236720541
194,1.4379342586482877
195,1.477052678146452
196,1.5168540453273942
197,1.51093967776441
198,1.5637790318541689
199,1.5611907661444158
200,1.4910235722196281
201,1.4996273088356094
202,1.5469127180728595
203,1.552993957709485
204,1.57549740109373
205,1.5385258156323556
206,1.5361750196748423
207,1.5554294518641352
208,1.528568564258952
209,1.5281494534742728
210,1.522906124368432
211,1.5321099914279237
212,1.532991215482107
213,1.5507327156014132
214,1.51634979244274
215,1.4755695097089103
216,1.46185019479609
217,1.5601091541686833
218,1.54741403442598
219,1.5406599276254256
220,1.5380960502323457
221,1.543949693783111
222,1.5194863855317002
223,1.5031524206947418
224,1.499140793925721
225,1.5526462933200478
226,1.4472529924881203
227,1.3699267558970876
228,1.3233168684877614
229,1.2345944414561947
230,1.132938451107689
231,1.1000478764272923
232,0.9992359420142473
233,0.7859125555123516
234,0.6128227895817256
235,0.45146616090462105
236,0.24093670210463763
237,0.08602544532846601
238,-0.037413280452581715
239,-0.19359607871975543
240,-0.40808466066380433
241,-0.5702860878317618
242,-0.7270274877499999
243,-0.8375795494446064
244,-0.9002373803100922
245,-0.9347055000474805
246,-1.0083494498781957
247,-0.9903358549193522
248,-1.0651803386729684
249,-1.1207075298449336
250,-1.1594171180886723
251,-1.1946484926901926
252,-1.2391955376671682
253,-1.260041751377274
254,-1.2770015521393563
255,-1.2668628227778647
256,-1.2493993453606334
257,-1.2045376125590317
258,-1.1451225298077832
259,-1.1006194283696829
260,-1.0779282842787234
261,-1.0784042610801077
262,-1.0580375824316424
263,-1.0461838456219827
264,-1.0252825625969468
265,-0.9261001200680177
266,-0.93756196629479
267,-0.9114337656121216
268,-0.9183569025873968
269,-0.9308211768479417
270,-0.9479586246548412
271,-0.9239060058106474
272,-0.9106847447136565
273,-0.8647345615541571
274,-0.8557914107583109
275,-0.8821028839768605
276,-0.9264325825380311
277,-0.9200583715344341
278,-0.8728475316273843
279,-0.8097616903209233
280,-0.7767185047759575
281,-0.7413930436596019
282,-0.7577037965214345
283,-0.8367485184264319
284,-0.859767215316678
285,-0.7695486478067317
286,-0.6692061557310964
287,-0.652766802707434
288,-0.614032552785194
289,-0.62889673663597
290,-0.6329622743653927
291,-0.6478425158261307
292,-0.6482207804179441
293,-0.6422777029971577
294,-0.609986416585402
295,-0.5790742977591361
296,-0.5587204443902218
297,-0.5495523406442925
298,-0.5563320435440484
299,-0.5897694960846633
300,-0.5799130565988184
301,-0.5063762341299026
302,-0.4587224111840679
303,-0.4365278329875318
304,-0.4225634861172892
305,-0.39809736273407936
306,-0.39025182912300965
307,-0.35703520954965673
308,-0.3349689247992147
309,-0.33394923419153605
310,-0.33833381832490594
311,-0.3652278691122875
312,-0.3870755480377326
313,-0.3602833769177113
314,-0.34142702469449526
315,-0.3172770202945846
316,-0.2781942606547416
317,-0.25437828359655057
318,-0.2331203235204613
319,-0.2089474231561696
320,-0.2172452322791389
321,-0.21072532994708137
322,-0.23007057529277603
323,-0.25769125315984187
324,-0.28948753304959485
325,-0.30179196725342033
326,-0.29141476208737466
327,-0.22763657646034213
328,-0.1501583614987385
329,-0.1290957340446226
330,-0.15019835288936306
331,-0.16603068077898184
332,-0.11975211149472215
333,-0.1281948848126075
334,-0.1429430287433498
335,-0.11904449086624005
336,-0.09376798160073659
337,-0.08745077847674346
338,-0.12269501189614124
339,-0.10244502282076688
340,-0.11359436082025984
341,-0.07968106515967296
342,-0.07481521313739559
343,-0.057546197057633905
344,-0.05050815735025346
345,-0.03324224809722127
346,-0.0015026824269753353
347,0.022427647265458456
348,0.10464254417195866
349,0.1730505641829318
350,0.2505445254672429
351,0.3165774950818542
352,0.3024792486701823
353,0.33820949544952583
354,0.47189450569353747
355,0.5138665057080191
356,0.49269908593814943
357,0.527840280558102
358,0.643904292051198
359,0.6683890960135505
360,0.6941585348601518
361,0.7170932888747539
362,0.6936269605262566
363,0.6894659859697367
364,0.7164216859583707
365,0.7281610116481794
366,0.9327052561438873
